Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
L160759,4,26,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of 31st Avenue,94121,1,Outer Richmond,-122.49130205421,37.7807577540575
L152191,10,7,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,193400 Block Of Mason Street,94133,,,,
L160868,5,16,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2800 Block Of Sacramento Street,94115,2,Pacific Heights,-122.439780969456,37.7890476085932
L160878,5,18,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2900 Block Of Bush Street,94115,2,Presidio Heights,-122.445731740773,37.7855137022729
L160667,4,12,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Valencia Street,94110,9,Mission,-122.421086718243,37.7573058647941
L160690,4,14,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of Marietta Drive,94132,7,West of Twin Peaks,-122.443378159072,37.7386873025164
L160652,4,1,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Arkansas Street,94107,10,Potrero Hill,-122.397969253964,37.7566245753002
L160703,4,18,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Grove Street,94117,5,Lone Mountain/USF,-122.447091736606,37.774823465047
L160702,4,14,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of 30th Street,94131,8,Noe Valley,-122.425028695342,37.7422432178739
L160940,5,31,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4500 Block Of Lincoln Way,94122,4,Sunset/Parkside,-122.506721121622,37.7640549472113
L160936,5,27,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Green Street,94109,3,Russian Hill,-122.422959461747,37.7976665293088
L160897,5,19,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Clipper Street,94114,8,Noe Valley,-122.440449238871,37.7486965139631
L160911,5,23,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Noe Street,94114,8,Castro/Upper Market,-122.433301088346,37.7670659596404
L160665,4,7,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Page Street,94117,5,Haight Ashbury,-122.451242157462,37.7704702920012
L160767,4,27,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of 46th Avenue,94122,4,Sunset/Parkside,-122.506062669686,37.7613516486806
L160736,4,21,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5400 Block Of California Street,94118,1,Outer Richmond,-122.475899821161,37.784240453445
L160889,5,18,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Franklin Street,94109,2,Pacific Heights,-122.424360895714,37.7924121071076
L160888,5,19,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Germania Street,94117,5,Hayes Valley,-122.430978251565,37.7705508370291
L160788,5,2,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of West Portal Avenue,94127,7,West of Twin Peaks,-122.468107626117,37.7389083965534
L161152,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Clipper Street,94114,8,Noe Valley,-122.426056210549,37.749310552765
L142489,12,23,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Hyde Street,94109,3,Russian Hill,-122.418697425014,37.7978079058684
L161088,6,15,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Kearny Street,94133,3,North Beach,-122.405808002444,37.7994263610355
L161169,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4100 Block Of Fulton Street,94121,1,Outer Richmond,-122.476157906949,37.7729924693922
L161163,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 20th Avenue,94121,1,Outer Richmond,-122.479518403655,37.7812947284534
L161159,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Pine Street,94109,3,Nob Hill,-122.416370999756,37.7900954867007
L160980,6,7,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 31st Avenue,94121,1,Outer Richmond,-122.491436722435,37.7826555341507
L161114,6,21,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Lapidge Street,94110,8,Mission,-122.42226584707,37.7608547545054
L161177,6,30,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2200 Block Of Filbert Street,94123,2,Marina,-122.436491232488,37.797862058516
L161086,6,13,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3600 Block Of Fillmore Street,94123,2,Marina,-122.436634731165,37.8031356840835
L161167,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4100 Block Of Fulton Street,94121,1,Outer Richmond,-122.476157906949,37.7729924693922
L161176,6,30,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Washington Street,94109,3,Russian Hill,-122.42206150211,37.7932081771558
L161173,6,27,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3900 Block Of 17th Street,94114,8,Castro/Upper Market,-122.434659092335,37.7624627652321
L161160,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Green Street,94123,2,Marina,-122.429558903485,37.7969417343042
L161115,6,21,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Sacramento Street,94109,3,Nob Hill,-122.415310401368,37.7921571770824
L161090,6,16,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Oak Street,94117,5,Haight Ashbury,-122.43824483915,37.7729735025431
L161084,6,13,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Chestnut Street,94123,2,Marina,-122.435427177962,37.8008661594546
L161168,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4100 Block Of Fulton Street,94121,1,Outer Richmond,-122.476157906949,37.7729924693922
L161165,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Henry Street,94114,8,Castro/Upper Market,-122.436425709496,37.766426039192
L161155,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Day Street,94110,8,Noe Valley,-122.423681393686,37.7431291379962
L161081,6,13,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1500 Block Of 35th Avenue,94122,4,Sunset/Parkside,-122.494012786885,37.7581403110176
L161089,6,16,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Sacramento Street,94109,3,Nob Hill,-122.415310401368,37.7921571770824
L161170,6,29,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of 12th Avenue,94122,7,Inner Sunset,-122.469135933911,37.7573681626637
L161151,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 20th Avenue,94121,1,Outer Richmond,-122.479518403655,37.7812947284534
L160977,6,6,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,700 Block Of Burnett Avenue,94131,8,Twin Peaks,-122.445357161722,37.7500932213553
L161154,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,300 Block Of 20th Avenue,94121,1,Outer Richmond,-122.479518403655,37.7812947284534
L161072,6,14,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1800 Block Of Ocean Avenue,94112,7,Oceanview/Merced/Ingleside,-122.461756943592,37.7250107526995
L161085,6,13,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Albion Street,94103,8,Mission,-122.423127984436,37.7656585764648
L161150,6,21,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Crestline Drive,94131,8,Twin Peaks,-122.44648398856,37.7501301863536
L161174,6,29,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Naglee Avenue,94112,11,Outer Mission,-122.446494684799,37.7118377565833
L161077,6,9,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Broderick Street,94115,5,Western Addition,-122.440188459734,37.7780404371681
L161175,6,29,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5600 Block Of Mission Street,94112,11,Outer Mission,-122.446275779645,37.7115596878669
L161139,6,24,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of Pine Street,94109,3,Nob Hill,-122.416370999756,37.7900954867007
L160975,6,6,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Waller Street,94117,5,Haight Ashbury,-122.44716728882,37.7690761302909
L161292,7,18,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 21st Avenue,94121,1,Outer Richmond,-122.480173821089,37.7774319157173
L161249,7,6,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of 29th Avenue,94121,1,Outer Richmond,-122.489016145581,37.7808610219076
